index,date,archetype,home_region,n_transactions,n_failed,avg_amount,amount_std,n_unique_users,n_new_users,n_devices,distinct_regions_seen,label_fraud_spike,failed_rate,new_user_ratio,device_per_user,history_days,txn_baseline_mean,txn_baseline_std,fail_baseline_mean,fail_baseline_std,amt_baseline_mean,amt_baseline_std,amtstd_baseline_mean,amtstd_baseline_std,newuser_baseline_mean,newuser_baseline_std,region_baseline_mean,region_baseline_std,txn_volume_zscore,failed_rate_delta,amount_zscore,amount_volatility_ratio,new_user_ratio_delta,device_diversity_ratio,region_spread_zscore,rolling_volume_trend,has_sufficient_history
18,2026-01-19,medium,Telangana,213,10,1519.17,1257.61,185,31,157,1,0,0.046948356807511735,0.16756756756756758,0.8486486486486486,18,207.28571428571428,20.465462732006937,0.054241635467266895,0.01714566120873152,1642.3835714285713,61.94658475805438,1175.8028571428572,65.71562411441643,0.13157949220942927,0.03138414252532071,1.0,0.0,0.2792160523860949,-0.0072932786597551605,-1.9890292888592342,1.0695755605288544,0.035988075358138305,0.8486486486486486,0.0,1.1047553411440387,True
19,2026-01-20,medium,Telangana,215,14,1688.73,1354.5,138,15,117,1,0,0.06511627906976744,0.10869565217391304,0.8478260869565217,19,209.14285714285714,19.64632337049408,0.0533934088526774,0.017195221612042406,1638.1942857142858,68.3055125283329,1186.1671428571428,66.40413986498747,0.13393321956315662,0.03283162370636004,1.0,0.0,0.2981292095568089,0.011722870217090044,0.7398482555086923,1.1419132692694478,-0.025237567389243584,0.8478260869565217,0.0,1.093351548269581,True
20,2026-01-21,medium,Telangana,207,7,1591.99,1160.7,173,25,147,1,0,0.033816425120772944,0.14450867052023122,0.8497109826589595,20,209.78571428571428,19.682786589100843,0.053883683987341786,0.01744052277975491,1637.7664285714286,67.94199942792187,1202.2371428571428,77.87329486253485,0.13283379534408785,0.03343878199569816,1.0,0.0,-0.14153048264298312,-0.020067258866568842,-0.6737574542531939,0.9654501251238763,0.011674875176143379,0.8497109826589595,0.0,1.0359777550788787,True
21,2026-01-22,medium,Telangana,200,19,1572.39,1228.04,127,14,107,1,0,0.095,0.11023622047244094,0.84251968503937,21,212.5,15.878141724250503,0.053340563042883045,0.017968901635052603,1628.6571428571428,64.60508820501701,1195.7385714285715,77.2233268720459,0.13560648203049228,0.0326142055150116,1.0,0.0,-0.7872457758018934,0.041659436957116956,-0.8709398039762019,1.0270137882504178,-0.025370261558051332,0.84251968503937,0.0,0.9960784313725489,True
22,2026-01-23,medium,Telangana,227,9,1482.96,1029.11,149,25,126,1,0,0.039647577092511016,0.16778523489932887,0.8456375838926175,22,210.71428571428572,15.76963280109333,0.05631675351907352,0.021138661693355786,1620.3642857142856,63.7801791871336,1196.142857142857,77.38817097330471,0.13440393897820807,0.03325714203345072,1.0,0.0,1.0327262841900267,-0.0166691764265625,-2.1543414814049977,0.8603571002030335,0.033381295921120796,0.8456375838926175,0.0,0.983954802259887,True
23,2026-01-24,medium,Telangana,224,12,1578.55,1160.2,200,27,170,1,0,0.05357142857142857,0.135,0.85,23,212.64285714285714,16.007724783592852,0.05414872331139574,0.021183782757939272,1606.8800000000003,71.56371910617639,1182.622857142857,88.88283190016745,0.13375123597651178,0.03243805573694531,1.0,0.0,0.7094788928894746,-0.0005772947399671699,-0.3958709853797317,0.9810397228436553,0.0012487640234882247,0.85,0.0,0.9938416750643826,True
24,2026-01-25,medium,Telangana,248,16,1657.05,1128.6,219,31,186,1,0,0.06451612903225806,0.1415525114155251,0.8493150684931506,24,212.71428571428572,16.059641587286063,0.055733101457272914,0.020155207045273252,1608.857142857143,70.2678929229004,1187.6464285714285,85.14622522977248,0.13194973637114477,0.03154292882470838,1.0,0.0,2.197166984949958,0.008783027574985149,0.6858446317116041,0.9502828222685323,0.00960277504438034,0.8493150684931506,0.0,1.020147750167898,True
25,2026-01-26,medium,Telangana,206,10,1615.83,1229.2,163,19,138,1,0,0.04854368932038835,0.1165644171779141,0.8466257668711656,25,214.57142857142858,18.52945383276743,0.05712389317064528,0.020032373077949472,1615.4835714285714,70.11484761086284,1184.222857142857,86.5791099718431,0.13136773012922548,0.031264148303311576,1.0,0.0,-0.46258398379076315,-0.008580203850256929,0.004940873199228925,1.0379803029352586,-0.014803312951311376,0.8466257668711656,0.0,1.0858854860186418,True
26,2026-01-27,medium,Telangana,214,5,1531.94,1120.44,136,19,115,1,0,0.02336448598130841,0.13970588235294118,0.8455882352941176,26,215.28571428571428,17.94190870314773,0.05439596427370509,0.018207111162352158,1611.3964285714287,68.14100432837147,1194.5757142857142,82.26461859467598,0.1307651884990765,0.031476875390111535,1.0,0.0,-0.07165983881573937,-0.03103147829239668,-1.1660589589864008,0.9379397108118485,0.008940693853864673,0.8455882352941176,0.0,1.0497677504976775,True
27,2026-01-28,medium,Telangana,190,11,1535.03,1066.57,158,25,134,1,0,0.05789473684210526,0.15822784810126583,0.8481012658227848,27,216.78571428571428,16.775341663050806,0.05125360520427228,0.01954520337174236,1599.5892857142858,66.42175193579138,1189.5414285714285,84.62814615055176,0.1314526586090717,0.03156576722716141,1.0,0.0,-1.5967313705873554,0.006641131637832982,-0.971959995525171,0.8966228282447378,0.026775189492194124,0.8481012658227848,0.0,1.027127951674904,True
28,2026-01-29,medium,Telangana,186,12,1458.79,1051.49,114,9,96,1,0,0.06451612903225806,0.07894736842105263,0.8421052631578947,28,215.71428571428572,18.01891558005972,0.052949919159893034,0.018968305741589222,1590.0764285714286,65.36654950321359,1179.0021428571429,90.32752159000832,0.13255056612650903,0.032252778636235296,1.0,0.0,-1.6490607096893475,0.011566209872365028,-2.0084650263660344,0.8918474036458192,-0.05360319770545641,0.8421052631578947,0.0,0.9426048565121413,True
29,2026-01-30,medium,Telangana,183,13,1583.39,1108.01,144,23,122,1,0,0.07103825136612021,0.1597222222222222,0.8472222222222222,29,215.5,18.37535975576659,0.05491271144526596,0.018613431334888048,1583.195,73.84918725140001,1167.5442857142857,95.83917528172555,0.1345400288343736,0.027324273141142736,1.0,0.0,-1.7686728549519033,0.016125539920854255,0.0026405165345467895,0.9490089699870669,0.025182193387848606,0.8472222222222222,0.0,0.9126063418406806,True
30,2026-01-31,medium,Telangana,240,19,1587.87,1147.56,167,15,141,1,0,0.07916666666666666,0.08982035928143713,0.844311377245509,30,213.28571428571428,20.33348345588009,0.05431263994738537,0.01788299227925355,1581.1185714285714,73.37017208408595,1163.5035714285716,97.15723921776272,0.13561632413236704,0.028040681494837183,1.0,0.0,1.3138076302690977,0.024854026719281296,0.09201870977883253,0.9862969295324158,-0.04579596485092992,0.844311377245509,0.0,0.873632507256084,True
31,2026-02-01,medium,Telangana,219,10,1695.85,1179.8,151,20,128,1,0,0.045662100456621,0.13245033112582782,0.847682119205298,31,212.64285714285714,19.229813163047478,0.05595133759511915,0.01908259306407521,1579.8271428571427,73.05793322147458,1167.172142857143,95.37371337400704,0.13464290151946476,0.029444679535038903,1.0,0.0,0.3305878639194954,-0.01028923713849815,1.5880938869586523,1.0108191899713654,-0.0021925703936369334,0.847682119205298,0.0,0.9546523345649983,True
32,2026-02-02,medium,Telangana,206,9,1578.29,1121.08,162,20,137,1,0,0.043689320388349516,0.12345679012345678,0.845679012345679,32,212.28571428571428,19.048232590851164,0.056343018239979836,0.01878794644446279,1578.5385714285715,70.63024454124503,1158.7021428571427,87.78885334698249,0.13219887755226198,0.02796497709989717,1.0,0.0,-0.3299893707058836,-0.01265369785163032,-0.0035193341065998967,0.9675307902992449,-0.008742087428805195,0.845679012345679,0.0,1.0080753701211307,True
33,2026-02-03,medium,Telangana,220,20,1652.7,1193.39,193,27,164,1,0,0.09090909090909091,0.13989637305699482,0.8497409326424871,33,211.78571428571428,19.119778609229073,0.05611022992432539,0.018932933965591855,1582.7614285714285,68.54419572095802,1148.95,83.43153683387057,0.1290481077348255,0.02609600061841275,1.0,0.0,0.42962242828066566,0.03479886098476552,1.0203427247624293,1.0386787936811872,0.010848265322169315,0.8497409326424871,0.0,1.046655424395728,True
34,2026-02-04,medium,Telangana,201,12,1606.38,1028.37,161,22,136,1,0,0.05970149253731343,0.13664596273291926,0.84472049689441,34,212.14285714285714,19.23081318676294,0.057952573627134206,0.021016953653306455,1580.187857142857,64.83548875999382,1137.442142857143,60.992280492454725,0.1312767306550456,0.02555076997040089,1.0,0.0,-0.5794272470249491,0.0017489189101792257,0.40397849014604464,0.9041075244643525,0.0053692320778736535,0.84472049689441,0.0,1.0134680134680134,True
35,2026-02-05,medium,Telangana,197,10,1592.75,1114.54,143,17,121,1,0,0.050761421319796954,0.11888111888111888,0.8461538461538461,35,211.71428571428572,19.420166249104476,0.05980150701402997,0.019835682142024875,1581.2157142857143,65.15028469319554,1127.99,67.0624049214318,0.1307151086702376,0.025322948774095622,1.0,0.0,-0.7576807286582443,-0.009040085694233015,0.17704121737307443,0.9880761354267324,-0.011833989789118732,0.8461538461538461,0.0,0.9871794871794871,True
36,2026-02-06,medium,Telangana,203,9,1727.05,1257.71,131,23,111,1,0,0.04433497536945813,0.17557251908396945,0.8473282442748091,36,211.5,19.575298406213562,0.0566416085368726,0.01713724136759404,1582.67,65.16535889565893,1119.8828571428571,60.5846510681943,0.1313326014137146,0.02488680966739792,1.0,0.0,-0.4342207114095355,-0.012306633167414469,2.2155943348854623,1.1230728213920333,0.04423991767025484,0.8473282442748091,0.0,0.9739952718676123,True
37,2026-02-07,medium,Telangana,233,12,1827.41,1328.55,200,27,170,1,0,0.05150214592274678,0.135,0.85,37,209.78571428571428,19.15996857002628,0.056976422699511683,0.016822586122055342,1600.1049999999998,68.97747857090773,1136.2114285714285,64.8906758570656,0.13188883599833182,0.02583324797341513,1.0,0.0,1.211603538358721,-0.0054742767767649025,3.2953509567087815,1.169280616786614,0.003111164001668193,0.85,0.0,0.954942685279764,True
38,2026-02-08,medium,Telangana,198,14,1656.46,1196.38,160,18,136,1,0,0.0707070707070707,0.1125,0.85,38,210.42857142857142,19.813415368669478,0.05682861679603441,0.0168638441617802,1617.8807142857142,91.41279320198592,1148.2364285714286,82.80406127229979,0.13188883599833182,0.02583324797341513,1.0,0.0,-0.6272806175670473,0.013878453911036294,0.4220337697048695,1.041928273855994,-0.019388835998331813,0.85,0.0,1.0027155465037338,True
39,2026-02-09,medium,Telangana,184,6,1681.18,1288.92,143,20,121,1,0,0.03260869565217391,0.13986013986013987,0.8461538461538461,39,206.85714285714286,16.79678148133942,0.05727082691566388,0.017159514204138804,1617.8385714285716,91.39348039844359,1153.077857142857,83.54580753450996,0.1298136566115086,0.026162051609011912,1.0,0.0,-1.360804918640888,-0.02466213126348997,0.6930628781755762,1.117808300641327,0.010046483248631277,0.8461538461538461,0.0,1.0216390423572743,True
40,2026-02-10,medium,Telangana,211,12,1608.15,1095.87,163,25,138,1,0,0.05687203791469194,0.15337423312883436,0.8466257668711656,40,205.28571428571428,17.87748292138449,0.05613261308222,0.018275154251707792,1622.5064285714286,92.93879090828834,1157.3435714285713,89.07321280895773,0.13147763680309613,0.02599484288515144,1.0,0.0,0.319635920750928,0.000739424832471941,-0.15447186724857864,0.9468839047054184,0.021896596325738232,0.8466257668711656,0.0,0.9986082115518442,True
41,2026-02-11,medium,Telangana,213,18,1685.29,1200.88,143,24,121,1,0,0.08450704225352113,0.16783216783216784,0.8461538461538461,41,205.07142857142858,17.78272405244127,0.05852600964889025,0.01566072047078974,1627.95,89.39025054393642,1155.5885714285714,90.09246966372866,0.1324539475728028,0.026577790733944305,1.0,0.0,0.44585809267410614,0.025981032604630874,0.6414569782620376,1.039193385683486,0.035378220259365045,0.8461538461538461,0.0,0.9638917914779983,True
42,2026-02-12,medium,Telangana,224,12,1604.89,1139.38,193,29,164,1,0,0.05357142857142857,0.15025906735751296,0.8497409326424871,42,206.71428571428572,17.3401648977545,0.06042688860684853,0.017124846842890087,1638.6828571428573,86.34414580205045,1165.1821428571427,86.98142376203282,0.13313997041072437,0.027405308611873423,1.0,0.0,0.9968598561570037,-0.006855460035419959,-0.39137403965208617,0.9778557000591571,0.017119096946788592,0.8497409326424871,0.0,0.9804192582354295,True
43,2026-02-13,medium,Telangana,199,10,1595.82,1103.7,135,7,114,1,0,0.05025125628140704,0.05185185185185185,0.8444444444444444,43,209.42857142857142,16.81443649740525,0.059645124288217846,0.017173557941574047,1649.1185714285714,70.26045444872024,1171.4599999999998,81.11865544705775,0.1382336631919001,0.022797853652740164,1.0,0.0,-0.6202153387763378,-0.009393868006810809,-0.7585856346470338,0.942157649428918,-0.08638181134004827,0.8444444444444444,0.0,1.0313778990450204,True
44,2026-02-14,medium,Telangana,231,18,1486.97,951.65,159,28,135,1,0,0.07792207792207792,0.1761006289308176,0.8490566037735849,44,210.57142857142858,15.360860781741465,0.05816033892502404,0.01701058807447563,1650.0064285714286,69.43971681162844,1171.152142857143,81.38571961095764,0.13052863673687365,0.031532111604379645,1.0,0.0,1.3299105902224981,0.019761738997053878,-2.347884410498148,0.8125758944336254,0.04557199219394395,0.8490566037735849,0.0,1.0067842605156037,True
45,2026-02-15,medium,Telangana,214,7,1525.7,1037.57,165,32,140,1,0,0.03271028037383177,0.19393939393939394,0.8484848484848485,45,209.92857142857142,14.17725310116542,0.058071439728981995,0.016895222962475746,1642.7992857142858,80.70702290138343,1157.1585714285713,100.3801928712986,0.13669151314040082,0.0313950887759261,1.0,0.0,0.28718035449997703,-0.025361159355150223,-1.4509181667792448,0.8966532553261622,0.05724788079899312,0.8484848484848485,0.0,1.0384484518543724,True
46,2026-02-16,medium,Telangana,211,11,1674.38,1221.67,145,26,123,1,0,0.052132701421800945,0.1793103448275862,0.8482758620689655,46,209.57142857142858,13.992933852562755,0.057146309723068486,0.017948742942150063,1630.6457142857143,84.81066711884121,1146.9992857142859,105.0033763167264,0.14108358905565554,0.03486538771804804,1.0,0.0,0.10209234486660414,-0.005013608301267541,0.5156696344930639,1.0651009248355492,0.03822675577193066,0.8482758620689655,0.0,1.0243126562144966,True
47,2026-02-17,medium,Telangana,220,15,1674.04,1194.29,183,32,155,1,0,0.06818181818181818,0.17486338797814208,0.8469945355191257,47,209.92857142857142,13.958533566985407,0.05774940836831501,0.017600260850831786,1637.5092857142856,84.1331758824423,1154.1842857142858,106.52388123105287,0.14507312867737907,0.035874234632663426,1.0,0.0,0.7215248308926543,0.010432409813503164,0.43420106162113764,1.0347481028654744,0.02979025930076301,0.8469945355191257,0.0,1.0416241351933764,True
48,2026-02-18,medium,Telangana,166,14,1530.16,1239.21,136,21,115,1,0,0.08433734939759036,0.15441176470588236,0.8455882352941176,48,209.92857142857142,13.958533566985407,0.05612603174493839,0.015189508199053476,1639.0335714285716,84.6214619628219,1154.2485714285715,106.5496298125282,0.14757077260031815,0.0366939681003719,1.0,0.0,-3.1470763900636998,0.028211317652651967,-1.2865952549532254,1.0736075665801128,0.006840992105564214,0.8455882352941176,0.0,1.0241578768288535,True
49,2026-02-19,medium,Telangana,221,14,1634.01,1198.16,184,24,156,1,0,0.06334841628959276,0.13043478260869565,0.8478260869565217,49,207.42857142857142,18.17739206865444,0.057885735806386736,0.016959494227140142,1633.5892857142858,89.21130020387535,1169.3085714285714,102.20058940497981,0.14883975845552982,0.0365941546249627,1.0,0.0,0.7466103234265108,0.005462680483206021,0.004715930434291952,1.0246739220736065,-0.018404975846834176,0.8478260869565217,0.0,0.959366391184573,True
50,2026-02-20,medium,Telangana,192,12,1522.34,1031.09,118,14,100,1,0,0.0625,0.11864406779661017,0.847457627118644,50,209.14285714285714,18.24979301403016,0.05878480687565787,0.016886239723187816,1636.5364285714288,88.4365307922663,1175.2814285714285,101.19206580763921,0.1496650201503567,0.03599188609413093,1.0,0.0,-0.9393452917344308,0.0037151931243421324,-1.2912811883097441,0.8773132757260571,-0.031020952353746536,0.847457627118644,0.0,0.9674408014571949,True
51,2026-02-21,medium,Telangana,235,15,1624.17,1106.96,163,24,138,1,0,0.06382978723404255,0.147239263803681,0.8466257668711656,51,208.35714285714286,18.76415216825438,0.06008230863498228,0.016380856730280897,1621.9142857142858,89.23955596847505,1159.0942857142857,105.04439088853269,0.14559870220125964,0.036055531999127956,1.0,0.0,1.4198806801371038,0.003747478599060265,0.025277067565319424,0.9550215315899361,0.0016405616024213476,0.8466257668711656,0.0,0.9262941378128213,True
52,2026-02-22,medium,Telangana,229,15,1590.79,1025.22,137,24,116,1,0,0.06550218340611354,0.17518248175182483,0.8467153284671532,52,208.5,18.97265238340537,0.06096285444293199,0.016214645385332894,1607.3971428571429,66.99840071898092,1143.2664285714286,93.62020759899599,0.14647293533009398,0.03592693121488975,1.0,0.0,1.0805025879212617,0.004539328963181551,-0.24787372055043724,0.8967463527124349,0.028709546421730847,0.8467153284671532,0.0,1.0359712230215827,True
53,2026-02-23,medium,Telangana,184,9,1589.36,1037.95,152,19,129,1,0,0.04891304347826087,0.125,0.8486842105263158,53,210.71428571428572,19.455782495892358,0.060591076778577904,0.01603268805291471,1602.7064285714284,65.58307011922956,1131.0407142857143,97.25581536611294,0.1509502554552243,0.03526722733263263,1.0,0.0,-1.3730769101641547,-0.011678033300317033,-0.2035041748909409,0.9176946390081954,-0.025950255455224308,0.8486842105263158,0.0,1.0377401129943502,True
54,2026-02-24,medium,Telangana,209,10,1826.85,1458.15,153,18,130,1,0,0.04784688995215311,0.11764705882352941,0.8496732026143791,54,210.71428571428572,19.455782495892358,0.06175567305186983,0.014347304614644603,1596.1478571428572,61.602089022841355,1113.1142857142856,88.66706679520813,0.14988881689378578,0.035845563159963165,1.0,0.0,-0.08811188728326165,-0.013908783099716722,3.745037652401706,1.3099733052696425,-0.032241758070256366,0.8496732026143791,0.0,1.025084745762712,True
55,2026-02-25,medium,Telangana,197,3,1628.72,1088.56,139,14,118,1,0,0.015228426395939087,0.10071942446043165,0.8489208633093526,55,210.57142857142858,19.46086521008955,0.06111101962597419,0.014779854295052727,1611.7692857142858,87.2642523923997,1138.9914285714285,127.57548021327743,0.14733687587197827,0.03683640170009534,1.0,0.0,-0.6973702569191236,-0.0458825932300351,0.19424579734542607,0.9557227321414685,-0.04661745141154662,0.8489208633093526,0.0,0.984622342831298,True
56,2026-02-26,medium,Telangana,173,7,1471.16,1023.2,138,17,117,1,0,0.04046242774566474,0.12318840579710146,0.8478260869565217,56,209.42857142857142,19.774553522974067,0.056162547064718335,0.01766088325574564,1607.7285714285715,84.8750641877764,1130.9685714285715,126.91412825863138,0.14254310848828283,0.03830181083900399,1.0,0.0,-1.8421943831120495,-0.015700119319053595,-1.609054116606369,0.9047112588703993,-0.019354702691181377,0.8478260869565217,0.0,0.9390632105502501,True
57,2026-02-27,medium,Telangana,205,18,1620.59,1326.65,181,25,153,1,0,0.08780487804878048,0.13812154696132597,0.8453038674033149,57,205.78571428571428,21.505557676773,0.05522618986287807,0.018149578317000422,1598.1764285714287,92.40987456453456,1122.6699999999998,130.08066497369998,0.14060948980539628,0.03856472823922641,1.0,0.0,-0.03653540622026675,0.03257868818590241,0.2425451991379848,1.18169185958474,-0.0024879428440703066,0.8453038674033149,0.0,0.9378687955570982,True
58,2026-02-28,medium,Telangana,247,13,1575.85,1121.39,196,27,166,1,0,0.05263157894736842,0.1377551020408163,0.8469387755102041,58,206.21428571428572,21.419540221412372,0.057908591417690454,0.02003493214067847,1599.9457142857143,92.59821984617933,1138.595,140.78631733943462,0.14677161088464444,0.028997035248875043,1.0,0.0,1.9041358434455196,-0.005277012470322036,-0.2602178997149328,0.9848892714266267,-0.009016508843828125,0.8469387755102041,0.0,0.9294538736866412,True
59,2026-03-01,medium,Telangana,242,23,1545.34,1038.12,154,23,130,1,0,0.09504132231404959,0.14935064935064934,0.8441558441558441,59,207.35714285714286,23.19684044419424,0.0561021272052112,0.01921498096177476,1606.2942857142857,87.14286437218514,1150.719285714286,130.37219963593498,0.1440326446782158,0.027799894468224128,1.0,0.0,1.493429987855421,0.03893919510883839,-0.6994753518079398,0.9021487802349708,0.005318004672433541,0.8441558441558441,0.0,1.0047077735675738,True
60,2026-03-02,medium,Telangana,176,12,1592.93,1127.94,151,21,128,1,0,0.06818181818181818,0.1390728476821192,0.847682119205298,60,209.35714285714286,24.954133749917872,0.06055434448665532,0.020552694918077843,1607.6971428571428,85.89477394585096,1150.7585714285713,130.335558750194,0.1408477343504483,0.023926859899593717,1.0,0.0,-1.3367381609571056,0.0076274736951628536,-0.17192131929297724,0.9801708438284811,-0.0017748866683291176,0.847682119205298,0.0,1.104969862390538,True
