merchant_id,date,archetype,home_region,n_transactions,n_failed,avg_amount,amount_std,n_unique_users,n_new_users,n_devices,distinct_regions_seen,label_fraud_spike
M0000,2026-03-13,medium,Telangana,188,10,1501.24,1035.27,162,27,137,1,0
M0000,2026-03-14,medium,Telangana,258,15,1578.45,1147.03,168,29,142,1,0
M0000,2026-03-15,medium,Telangana,241,11,1573.09,1115.04,170,30,144,1,0
M0000,2026-03-16,medium,Telangana,194,14,1580.93,1230.62,138,15,117,1,0
M0000,2026-03-17,medium,Telangana,194,9,1708.95,1251.73,171,25,145,1,0
M0000,2026-03-18,medium,Telangana,211,15,1662.04,1214.89,164,25,139,1,0
M0000,2026-03-19,medium,Telangana,195,9,1599.61,1159.6,169,30,143,1,0
M0000,2026-03-20,medium,Telangana,202,12,1524.94,1118.49,127,12,107,1,0
M0000,2026-03-21,medium,Telangana,197,10,1431.31,935.88,152,15,129,1,0
M0000,2026-03-22,medium,Telangana,218,15,1665.9,1226.94,195,25,165,1,0
M0000,2026-03-23,medium,Telangana,201,13,1618.89,1241.26,169,29,143,1,0
M0000,2026-03-24,medium,Telangana,189,14,1538.34,1087.02,142,28,120,1,0
M0000,2026-03-25,medium,Telangana,189,15,1559.38,979.13,158,20,134,1,0
M0000,2026-03-26,medium,Telangana,206,8,1716.43,1218.08,142,14,120,1,0
M0000,2026-03-27,medium,Telangana,194,19,1640.79,1112.63,161,18,136,1,0
M0000,2026-03-28,medium,Telangana,261,18,1618.32,1120.41,229,24,194,1,0
M0000,2026-03-29,medium,Telangana,254,19,1518.39,992.06,204,19,173,1,0
M0000,2026-03-30,medium,Telangana,196,8,334.82,235.0,125,19,106,1,1
M0000,2026-03-31,medium,Telangana,205,18,3980.31,2765.46,155,26,131,1,1
M0000,2026-04-01,medium,Telangana,200,7,3941.51,2776.81,160,26,136,1,1
M0000,2026-04-02,medium,Telangana,192,7,20.44,13.78,124,11,105,1,1
M0000,2026-04-03,medium,Telangana,207,12,3277.41,2445.55,152,26,129,1,1
M0000,2026-04-04,medium,Telangana,217,9,17.94,11.55,176,23,149,1,1
M0000,2026-04-05,medium,Telangana,227,17,1616.88,1098.91,190,16,161,1,0
M0000,2026-04-06,medium,Telangana,200,12,1505.17,1041.47,145,27,123,1,0
M0000,2026-04-07,medium,Telangana,208,10,1672.0,987.2,171,24,145,1,0
M0000,2026-04-08,medium,Telangana,187,14,1579.48,1073.4,147,19,124,1,0
M0000,2026-04-09,medium,Telangana,180,5,1685.86,1111.48,136,12,115,1,0
M0000,2026-04-10,medium,Telangana,206,11,1499.19,1063.16,171,20,145,1,0
M0000,2026-04-11,medium,Telangana,253,9,1606.77,1124.87,198,26,168,1,0
M0000,2026-04-12,medium,Telangana,237,21,1536.89,1179.01,198,29,168,1,0
M0000,2026-04-13,medium,Telangana,193,18,1780.33,1177.28,127,17,107,1,0
M0000,2026-04-14,medium,Telangana,214,10,1555.83,1054.58,175,23,148,1,0
M0000,2026-04-15,medium,Telangana,190,15,1520.93,1121.51,130,12,110,1,0
M0000,2026-04-16,medium,Telangana,199,13,1524.42,1027.47,127,20,107,1,0
M0000,2026-04-17,medium,Telangana,200,14,1543.41,1171.19,122,17,103,1,0
M0000,2026-04-18,medium,Telangana,232,8,1449.33,1028.33,172,17,146,1,0
M0000,2026-04-19,medium,Telangana,218,15,1611.05,1147.43,159,17,135,1,0
M0000,2026-04-20,medium,Telangana,215,13,1507.04,966.02,148,21,125,1,0
M0000,2026-04-21,medium,Telangana,192,12,1607.17,1108.22,129,20,109,1,0
M0000,2026-04-22,medium,Telangana,194,9,1560.13,1092.15,117,10,99,1,0
M0000,2026-04-23,medium,Telangana,203,13,1638.77,1010.13,170,30,144,1,0
M0000,2026-04-24,medium,Telangana,193,9,1611.69,1148.05,164,28,139,1,0
M0000,2026-04-25,medium,Telangana,222,17,1647.17,1076.05,148,18,125,1,0
M0000,2026-04-26,medium,Telangana,220,21,1668.45,1101.54,169,22,143,1,0
M0000,2026-04-27,medium,Telangana,162,11,1558.12,1086.02,113,14,96,1,0
M0000,2026-04-28,medium,Telangana,190,12,1570.25,1009.14,131,16,111,1,0
M0000,2026-04-29,medium,Telangana,177,12,1593.35,1137.67,128,18,108,1,0
M0000,2026-04-30,medium,Telangana,209,7,1464.53,1061.55,164,28,139,1,0
M0000,2026-05-01,medium,Telangana,222,14,1498.02,1055.77,137,21,116,1,0
M0000,2026-05-02,medium,Telangana,218,9,1538.29,1193.94,171,26,145,1,0
M0000,2026-05-03,medium,Telangana,194,9,1657.26,1157.83,143,14,121,1,0
M0000,2026-05-04,medium,Telangana,217,17,1600.96,1047.44,140,18,119,1,0
M0000,2026-05-05,medium,Telangana,215,14,1524.22,1100.71,139,21,118,1,0
M0000,2026-05-06,medium,Telangana,213,12,1603.94,1161.66,136,16,115,1,0
M0000,2026-05-07,medium,Telangana,213,11,1591.12,998.61,187,26,158,1,0
M0000,2026-05-08,medium,Telangana,178,8,1589.27,1031.04,156,29,132,1,0
M0000,2026-05-09,medium,Telangana,245,12,1541.06,1144.19,189,29,160,1,0
M0000,2026-05-10,medium,Telangana,212,15,1594.64,1133.62,151,16,128,1,0
M0000,2026-05-11,medium,Telangana,213,16,1695.29,1332.14,187,25,158,1,0
M0000,2026-05-12,medium,Telangana,194,12,1628.3,1144.44,144,23,122,1,0
M0000,2026-05-13,medium,Telangana,205,10,1561.57,1139.2,137,24,116,1,0
M0000,2026-05-14,medium,Telangana,175,13,1556.31,1103.3,131,19,111,1,0
M0000,2026-05-15,medium,Telangana,201,8,1596.03,1124.72,149,20,126,1,0
M0000,2026-05-16,medium,Telangana,229,14,1512.83,1078.23,199,29,169,1,0
M0000,2026-05-17,medium,Telangana,245,16,1656.08,1295.26,156,21,132,1,0
M0000,2026-05-18,medium,Telangana,191,11,1792.34,1240.96,147,23,124,1,0
M0000,2026-05-19,medium,Telangana,206,11,1574.46,1148.48,166,28,141,1,0
M0000,2026-05-20,medium,Telangana,182,8,1531.47,1053.98,134,21,113,1,0
M0000,2026-05-21,medium,Telangana,223,14,1808.62,1237.41,171,26,145,1,0
M0000,2026-05-22,medium,Telangana,199,15,1486.2,1064.28,135,20,114,1,0
M0000,2026-05-23,medium,Telangana,237,18,1593.25,1095.62,161,21,136,1,0
M0000,2026-05-24,medium,Telangana,236,18,1606.03,1104.69,196,26,166,1,0
M0000,2026-05-25,medium,Telangana,208,10,1648.33,1033.41,147,30,124,1,0
M0000,2026-05-26,medium,Telangana,194,8,1522.97,1159.35,169,19,143,1,0
M0000,2026-05-27,medium,Telangana,1017,58,1586.37,1114.18,826,95,702,1,1
M0000,2026-05-28,medium,Telangana,1069,64,1642.8,1210.67,869,100,738,1,1
M0000,2026-05-29,medium,Telangana,1037,62,1563.76,1093.11,855,117,726,1,1
M0000,2026-05-30,medium,Telangana,669,44,1584.15,1090.59,592,87,503,1,1
M0000,2026-05-31,medium,Telangana,1178,50,1643.6,1172.14,717,107,609,1,1
M0000,2026-06-01,medium,Telangana,207,9,1533.73,1126.67,176,21,149,1,0
M0000,2026-06-02,medium,Telangana,195,10,1712.57,1226.89,175,22,148,1,0
M0000,2026-06-03,medium,Telangana,186,4,1552.22,967.33,123,23,104,1,0
M0000,2026-06-04,medium,Telangana,209,10,1774.95,1173.85,148,21,125,1,0
M0000,2026-06-05,medium,Telangana,199,17,1565.77,996.21,177,28,150,1,0
M0000,2026-06-06,medium,Telangana,246,17,1546.42,1121.52,160,26,136,1,0
M0000,2026-06-07,medium,Telangana,235,14,1565.86,1155.19,172,27,146,1,0
M0000,2026-06-08,medium,Telangana,194,17,1506.77,1028.75,136,20,115,1,0
M0000,2026-06-09,medium,Telangana,193,5,1643.53,1273.7,162,21,137,1,0
M0000,2026-06-10,medium,Telangana,190,7,1565.86,1248.41,161,18,136,1,0
M0000,2026-06-11,medium,Telangana,205,9,1739.98,1328.78,178,28,151,1,0
M0000,2026-06-12,medium,Telangana,207,9,1660.85,1260.91,165,21,140,1,0
M0000,2026-06-13,medium,Telangana,233,17,1685.09,1219.23,159,17,135,1,0
M0000,2026-06-14,medium,Telangana,222,12,1605.07,1145.17,173,24,147,1,0
M0000,2026-06-15,medium,Telangana,208,13,1733.59,1279.93,135,24,114,1,0
M0000,2026-06-16,medium,Telangana,223,11,1695.17,1094.54,180,36,153,1,0
M0000,2026-06-17,medium,Telangana,229,14,1473.15,1126.95,193,31,164,1,0
M0000,2026-06-18,medium,Telangana,195,13,1704.05,1187.56,157,13,133,1,0
M0000,2026-06-19,medium,Telangana,208,8,1664.64,1228.69,149,19,126,1,0
M0000,2026-06-20,medium,Telangana,207,12,1486.8,955.56,124,18,105,1,0
M0000,2026-06-21,medium,Telangana,241,9,1648.75,1070.02,164,11,139,1,0
M0000,2026-06-22,medium,Telangana,207,11,1466.56,1168.63,150,24,127,1,0
M0000,2026-06-23,medium,Telangana,224,18,1555.69,1041.95,146,23,124,1,0
M0000,2026-06-24,medium,Telangana,203,8,1569.45,1084.09,160,18,136,1,0
M0000,2026-06-25,medium,Telangana,207,10,1639.32,1138.92,167,29,141,1,0
M0000,2026-06-26,medium,Telangana,186,19,1652.95,1212.85,128,27,108,1,0
M0000,2026-06-27,medium,Telangana,208,21,1509.66,1030.61,175,23,148,1,0
M0000,2026-06-28,medium,Telangana,219,19,1666.5,1191.64,141,25,119,1,0
M0000,2026-06-29,medium,Telangana,201,12,1545.57,1152.08,148,21,125,1,0
M0001,2026-01-01,medium,Kerala,210,4,1258.17,916.55,142,32,120,1,0
M0001,2026-01-02,medium,Kerala,221,6,1256.52,867.15,143,34,121,1,0
M0001,2026-01-03,medium,Kerala,223,17,1227.33,755.11,184,37,156,1,0
M0001,2026-01-04,medium,Kerala,251,15,1221.1,871.41,171,36,145,1,0
M0001,2026-01-05,medium,Kerala,208,12,1158.12,755.1,149,32,126,1,0
M0001,2026-01-06,medium,Kerala,191,12,1162.39,742.29,164,35,139,1,0
M0001,2026-01-07,medium,Kerala,207,9,1157.1,726.9,135,31,114,1,0
M0001,2026-01-08,medium,Kerala,199,13,1130.56,825.25,158,36,134,1,0
M0001,2026-01-09,medium,Kerala,198,12,1304.02,874.83,126,28,107,1,0
M0001,2026-01-10,medium,Kerala,263,14,1238.91,913.22,187,50,158,1,0
M0001,2026-01-11,medium,Kerala,247,13,1192.56,849.89,208,42,176,1,0
M0001,2026-01-12,medium,Kerala,211,9,1227.54,825.95,180,35,153,1,0
M0001,2026-01-13,medium,Kerala,198,9,1225.45,977.24,129,33,109,1,0
M0001,2026-01-14,medium,Kerala,212,10,1167.63,826.29,181,32,153,1,0
M0001,2026-01-15,medium,Kerala,212,16,1083.19,742.46,189,48,160,1,0
M0001,2026-01-16,medium,Kerala,204,7,1316.54,887.76,122,36,103,1,0
M0001,2026-01-17,medium,Kerala,247,16,1203.16,845.17,172,42,146,1,0
M0001,2026-01-18,medium,Kerala,229,10,1126.91,812.87,191,34,162,1,0
M0001,2026-01-19,medium,Kerala,214,14,1144.89,846.79,138,34,117,1,0
M0001,2026-01-20,medium,Kerala,202,20,1160.61,825.66,128,35,108,1,0
M0001,2026-01-21,medium,Kerala,230,14,1157.75,753.11,198,55,168,1,0
M0001,2026-01-22,medium,Kerala,221,8,1207.14,836.86,184,39,156,1,0
M0001,2026-01-23,medium,Kerala,211,10,1212.06,861.86,187,44,158,1,0
M0001,2026-01-24,medium,Kerala,257,11,1260.99,899.01,228,58,193,1,0
M0001,2026-01-25,medium,Kerala,240,13,1151.06,758.97,168,41,142,1,0
M0001,2026-01-26,medium,Kerala,206,6,1186.51,799.12,155,29,131,1,0
M0001,2026-01-27,medium,Kerala,216,13,1135.21,930.13,144,38,122,1,0
M0001,2026-01-28,medium,Kerala,205,8,1233.81,832.06,139,33,118,1,0
M0001,2026-01-29,medium,Kerala,215,16,1270.05,912.55,139,34,118,1,0
M0001,2026-01-30,medium,Kerala,206,12,1242.73,1015.51,172,34,146,1,0
M0001,2026-01-31,medium,Kerala,234,13,1178.53,839.66,186,43,158,1,0
M0001,2026-02-01,medium,Kerala,222,19,1290.24,897.77,187,35,158,1,0
M0001,2026-02-02,medium,Kerala,236,8,1166.19,900.47,146,28,124,1,0
M0001,2026-02-03,medium,Kerala,199,13,1152.12,814.75,121,28,102,1,0
M0001,2026-02-04,medium,Kerala,209,8,1219.04,900.66,168,31,142,1,0
M0001,2026-02-05,medium,Kerala,203,12,1228.53,856.9,165,40,140,1,0
M0001,2026-02-06,medium,Kerala,211,12,1267.12,899.89,161,29,136,1,0
M0001,2026-02-07,medium,Kerala,227,12,1251.24,993.74,144,26,122,1,0
M0001,2026-02-08,medium,Kerala,213,9,1268.41,918.96,162,35,137,1,0
M0001,2026-02-09,medium,Kerala,217,12,1215.38,849.39,132,36,112,1,0
M0001,2026-02-10,medium,Kerala,206,7,1171.84,811.5,148,35,125,1,0
M0001,2026-02-11,medium,Kerala,184,8,1325.87,910.55,151,32,128,1,0
M0001,2026-02-12,medium,Kerala,225,14,1285.88,926.28,161,27,136,1,0
M0001,2026-02-13,medium,Kerala,190,11,1168.83,822.06,155,43,131,1,0
M0001,2026-02-14,medium,Kerala,222,13,1237.69,959.04,181,40,153,1,0
M0001,2026-02-15,medium,Kerala,226,6,1253.81,932.23,188,42,159,1,0
M0001,2026-02-16,medium,Kerala,199,10,1261.17,894.18,177,45,150,1,0
M0001,2026-02-17,medium,Kerala,224,9,1234.94,945.11,166,42,141,1,0
M0001,2026-02-18,medium,Kerala,215,9,1306.74,908.81,137,25,116,1,0
M0001,2026-02-19,medium,Kerala,213,13,1173.49,860.04,149,43,126,1,0
M0001,2026-02-20,medium,Kerala,181,15,1253.31,907.42,114,32,96,1,0
M0001,2026-02-21,medium,Kerala,260,14,1214.13,896.92,173,33,147,1,0
M0001,2026-02-22,medium,Kerala,256,19,1280.2,918.17,216,53,183,1,0
M0001,2026-02-23,medium,Kerala,208,11,1153.96,801.27,181,32,153,1,0
M0001,2026-02-24,medium,Kerala,206,17,1173.03,805.85,179,32,152,1,0
M0001,2026-02-25,medium,Kerala,193,7,1149.95,784.96,132,37,112,1,0
M0001,2026-02-26,medium,Kerala,214,6,1252.52,817.23,166,35,141,1,0
M0001,2026-02-27,medium,Kerala,219,12,1226.31,852.16,131,39,111,1,0
M0001,2026-02-28,medium,Kerala,253,13,1219.16,810.22,162,41,137,1,0
M0001,2026-03-01,medium,Kerala,249,10,1294.72,914.44,201,47,170,1,0
M0001,2026-03-02,medium,Kerala,220,5,1229.93,895.25,155,25,131,1,0
M0001,2026-03-03,medium,Kerala,186,6,1261.91,814.48,113,38,96,1,0
M0001,2026-03-04,medium,Kerala,214,11,1212.87,917.47,142,30,120,1,0
M0001,2026-03-05,medium,Kerala,203,11,1248.77,888.47,149,31,126,1,0
M0001,2026-03-06,medium,Kerala,209,11,1259.63,1028.91,177,40,150,1,0
M0001,2026-03-07,medium,Kerala,240,13,1171.72,905.22,207,47,175,1,0
M0001,2026-03-08,medium,Kerala,245,13,1122.92,779.32,168,35,142,1,0
M0001,2026-03-09,medium,Kerala,208,11,1302.12,898.87,179,48,152,1,0
M0001,2026-03-10,medium,Kerala,206,15,1178.88,848.99,126,25,107,1,0
M0001,2026-03-11,medium,Kerala,201,18,1170.05,853.55,137,29,116,1,0
M0001,2026-03-12,medium,Kerala,200,8,1201.67,842.77,128,29,108,1,0
M0001,2026-03-13,medium,Kerala,194,12,1251.59,857.85,137,37,116,1,0
M0001,2026-03-14,medium,Kerala,257,10,1233.71,821.5,227,47,192,1,0
M0001,2026-03-15,medium,Kerala,226,14,1250.04,844.34,200,46,170,1,0
M0001,2026-03-16,medium,Kerala,193,8,1321.71,963.07,168,37,142,1,0
M0001,2026-03-17,medium,Kerala,212,13,1145.95,804.79,160,30,136,1,0
M0001,2026-03-18,medium,Kerala,195,11,1195.97,779.87,160,37,136,1,0
M0001,2026-03-19,medium,Kerala,211,12,1237.22,825.42,168,31,142,1,0
M0001,2026-03-20,medium,Kerala,206,13,1155.59,794.39,159,39,135,1,0
M0001,2026-03-21,medium,Kerala,220,6,1229.08,915.05,156,33,132,1,0
M0001,2026-03-22,medium,Kerala,230,14,1174.83,940.23,169,49,143,1,0
M0001,2026-03-23,medium,Kerala,216,10,1096.95,764.02,145,31,123,1,0
M0001,2026-03-24,medium,Kerala,197,11,1200.27,799.76,142,36,120,1,0
M0001,2026-03-25,medium,Kerala,189,7,1199.36,866.94,167,32,141,1,0
M0001,2026-03-26,medium,Kerala,204,13,1211.48,816.91,175,43,148,1,0
M0001,2026-03-27,medium,Kerala,222,17,1163.85,762.47,193,51,164,1,0
M0001,2026-03-28,medium,Kerala,221,11,1201.95,846.86,152,31,129,1,0
M0001,2026-03-29,medium,Kerala,239,10,1176.31,820.2,144,38,122,1,0
M0001,2026-03-30,medium,Kerala,203,7,1222.04,858.25,171,42,145,1,0
M0001,2026-03-31,medium,Kerala,191,9,1301.8,999.47,118,31,100,1,0
M0001,2026-04-01,medium,Kerala,821,40,1207.23,854.36,650,156,552,1,1
M0001,2026-04-02,medium,Kerala,822,28,1283.28,856.65,508,118,431,1,1
M0001,2026-04-03,medium,Kerala,954,53,1225.84,848.37,851,186,723,1,1
M0001,2026-04-04,medium,Kerala,621,32,1220.98,887.87,388,81,329,1,1
M0001,2026-04-05,medium,Kerala,245,21,1254.89,907.49,219,42,186,1,0
M0001,2026-04-06,medium,Kerala,220,11,1305.01,881.25,184,42,156,1,0
M0001,2026-04-07,medium,Kerala,217,15,1311.11,999.38,171,35,145,1,0
M0001,2026-04-08,medium,Kerala,202,17,1119.81,790.04,166,37,141,1,0
M0001,2026-04-09,medium,Kerala,178,11,1137.75,796.39,120,25,102,1,0
M0001,2026-04-10,medium,Kerala,216,12,1201.14,835.26,190,39,161,1,0
M0001,2026-04-11,medium,Kerala,256,10,1192.46,817.64,190,50,161,1,0
M0001,2026-04-12,medium,Kerala,244,12,1175.98,952.43,163,34,138,1,0
M0001,2026-04-13,medium,Kerala,196,10,1274.47,892.35,169,36,143,1,0
M0001,2026-04-14,medium,Kerala,210,12,1169.94,772.68,170,43,144,1,0
M0001,2026-04-15,medium,Kerala,240,18,1298.91,946.48,154,21,130,1,0
M0001,2026-04-16,medium,Kerala,206,15,1280.88,944.67,182,43,154,1,0
M0001,2026-04-17,medium,Kerala,224,10,1204.3,924.41,179,32,152,1,0
M0001,2026-04-18,medium,Kerala,235,8,1253.2,921.59,183,45,155,1,0
M0001,2026-04-19,medium,Kerala,235,8,1226.96,970.59,208,40,176,1,0
M0001,2026-04-20,medium,Kerala,227,12,1177.36,832.62,182,33,154,1,0
M0001,2026-04-21,medium,Kerala,209,7,1228.86,835.43,162,43,137,1,0
M0001,2026-04-22,medium,Kerala,219,12,1305.21,982.93,188,46,159,1,0
M0001,2026-04-23,medium,Kerala,188,6,1161.96,789.81,154,37,130,1,0
M0001,2026-04-24,medium,Kerala,210,15,1135.57,788.42,130,26,110,1,0
M0001,2026-04-25,medium,Kerala,254,8,1308.45,951.69,206,43,175,1,0
M0001,2026-04-26,medium,Kerala,308,38,1242.5,898.05,225,59,191,1,1
M0001,2026-04-27,medium,Kerala,251,31,1248.42,887.11,176,33,149,1,1
M0001,2026-04-28,medium,Kerala,233,33,1183.3,866.06,201,45,170,1,1
M0001,2026-04-29,medium,Kerala,217,8,1296.0,974.53,192,35,163,1,0
M0001,2026-04-30,medium,Kerala,207,4,1178.48,870.62,161,35,136,1,0
M0001,2026-05-01,medium,Kerala,202,6,1200.7,919.39,150,39,127,1,0
M0001,2026-05-02,medium,Kerala,245,19,1118.02,859.02,210,50,178,1,0
M0001,2026-05-03,medium,Kerala,258,15,1189.13,802.61,225,49,191,1,0
M0001,2026-05-04,medium,Kerala,208,6,1280.71,946.74,174,38,147,1,0
M0001,2026-05-05,medium,Kerala,187,4,1285.88,868.18,121,26,102,1,0
M0001,2026-05-06,medium,Kerala,223,11,1938.42,1476.13,195,37,165,1,1
M0001,2026-05-07,medium,Kerala,219,13,1867.48,1290.87,195,41,165,1,1
M0001,2026-05-08,medium,Kerala,201,5,2778.64,1872.33,124,24,105,1,1
M0001,2026-05-09,medium,Kerala,233,14,2101.82,1411.77,148,32,125,1,1
M0001,2026-05-10,medium,Kerala,242,16,272.38,183.82,158,36,134,1,1
M0001,2026-05-11,medium,Kerala,217,9,620.42,408.29,151,27,128,1,1
M0001,2026-05-12,medium,Kerala,219,10,1142.24,821.49,173,41,147,1,0
M0001,2026-05-13,medium,Kerala,207,11,1274.84,895.19,159,36,135,1,0
M0001,2026-05-14,medium,Kerala,208,7,1363.1,1034.83,154,30,130,1,0
M0001,2026-05-15,medium,Kerala,214,8,1212.5,916.94,156,27,132,1,0
M0001,2026-05-16,medium,Kerala,262,7,1196.65,744.09,202,49,171,1,0
M0001,2026-05-17,medium,Kerala,242,7,1246.38,864.21,206,39,175,1,0
M0001,2026-05-18,medium,Kerala,209,10,1291.53,925.96,162,39,137,1,0
M0001,2026-05-19,medium,Kerala,215,9,1314.98,880.57,177,37,150,1,0
M0001,2026-05-20,medium,Kerala,204,7,1188.65,940.83,168,42,142,1,0
M0001,2026-05-21,medium,Kerala,207,7,1144.69,776.95,126,28,107,1,0
M0001,2026-05-22,medium,Kerala,241,18,1289.19,857.15,215,52,182,1,0
M0001,2026-05-23,medium,Kerala,218,8,1199.58,829.47,196,46,166,1,0
M0001,2026-05-24,medium,Kerala,245,14,1214.51,839.97,184,36,156,1,0
M0001,2026-05-25,medium,Kerala,178,7,1216.07,852.32,109,19,92,1,0
